"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"40787",41,"unemployed","married","high.school","no","no","no","cellular","sep","wed",1,6,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40792",26,"self-employed","single","university.degree","no","yes","no","cellular","sep","thu",1,6,4,"success",-1.1,94.199,-37.5,0.878,4963.6,"0"
"40795",29,"admin.","single","university.degree","no","yes","no","cellular","sep","thu",2,8,2,"success",-1.1,94.199,-37.5,0.878,4963.6,"0"
"40798",58,"admin.","married","high.school","no","no","no","cellular","sep","thu",1,6,1,"success",-1.1,94.199,-37.5,0.878,4963.6,"1"
"40800",23,"student","single","high.school","no","no","yes","cellular","sep","thu",2,3,2,"success",-1.1,94.199,-37.5,0.878,4963.6,"1"
"40804",31,"technician","married","university.degree","no","no","no","cellular","sep","thu",1,3,1,"success",-1.1,94.199,-37.5,0.878,4963.6,"1"
"40814",58,"admin.","married","university.degree","no","no","no","cellular","sep","thu",4,6,1,"success",-1.1,94.199,-37.5,0.878,4963.6,"1"
"40817",30,"technician","single","university.degree","no","yes","no","cellular","sep","fri",2,15,4,"failure",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40820",31,"admin.","married","university.degree","no","yes","no","cellular","sep","fri",2,13,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40823",26,"technician","single","professional.course","no","yes","no","cellular","sep","fri",1,3,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40829",31,"admin.","single","high.school","no","no","no","cellular","sep","mon",5,6,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"1"
"40837",30,"student","single","professional.course","no","yes","no","cellular","sep","mon",4,19,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"0"
"40838",30,"student","single","professional.course","no","no","no","cellular","sep","mon",2,9,2,"failure",-1.1,94.199,-37.5,0.879,4963.6,"0"
"40845",30,"student","single","professional.course","no","yes","no","cellular","sep","tue",2,6,1,"success",-1.1,94.199,-37.5,0.88,4963.6,"1"
"40846",29,"admin.","single","university.degree","no","no","no","cellular","sep","tue",2,3,3,"success",-1.1,94.199,-37.5,0.88,4963.6,"1"
"40850",35,"admin.","married","university.degree","no","yes","no","cellular","sep","wed",2,18,2,"failure",-1.1,94.199,-37.5,0.886,4963.6,"0"
"40852",42,"management","married","university.degree","no","yes","no","cellular","sep","wed",1,3,2,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40855",42,"admin.","divorced","university.degree","no","no","no","cellular","sep","wed",1,16,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"1"
"40867",32,"technician","married","professional.course","no","no","no","cellular","oct","wed",1,3,1,"success",-1.1,94.601,-49.5,0.959,4963.6,"1"
"40871",35,"technician","married","professional.course","no","yes","yes","cellular","oct","wed",1,9,2,"failure",-1.1,94.601,-49.5,0.959,4963.6,"1"
"40875",41,"technician","married","professional.course","no","no","no","cellular","oct","wed",2,27,1,"success",-1.1,94.601,-49.5,0.959,4963.6,"1"
"40879",32,"technician","married","professional.course","no","no","no","cellular","oct","wed",2,14,4,"failure",-1.1,94.601,-49.5,0.959,4963.6,"0"
"40885",51,"admin.","married","university.degree","no","yes","yes","cellular","oct","thu",3,3,1,"success",-1.1,94.601,-49.5,0.965,4963.6,"1"
"40886",28,"admin.","single","university.degree","no","no","no","cellular","oct","thu",1,17,1,"success",-1.1,94.601,-49.5,0.965,4963.6,"0"
"40892",29,"technician","married","professional.course","no","yes","no","cellular","oct","fri",1,5,2,"success",-1.1,94.601,-49.5,0.972,4963.6,"1"
"40899",49,"technician","divorced","professional.course","no","yes","no","cellular","oct","fri",2,3,1,"success",-1.1,94.601,-49.5,0.972,4963.6,"1"
"40902",56,"unemployed","divorced","basic.4y","no","no","yes","cellular","oct","fri",2,5,3,"success",-1.1,94.601,-49.5,0.972,4963.6,"1"
"40905",55,"admin.","married","high.school","no","no","no","telephone","oct","mon",2,10,3,"success",-1.1,94.601,-49.5,0.977,4963.6,"0"
"40908",48,"technician","married","professional.course","no","yes","yes","cellular","oct","mon",1,8,1,"success",-1.1,94.601,-49.5,0.977,4963.6,"1"
"40911",29,"admin.","single","university.degree","no","no","no","cellular","oct","mon",2,12,2,"failure",-1.1,94.601,-49.5,0.977,4963.6,"0"
"40913",33,"services","single","university.degree","no","yes","no","cellular","oct","mon",2,3,2,"success",-1.1,94.601,-49.5,0.977,4963.6,"1"
"40914",65,"retired","married","basic.4y","no","yes","yes","cellular","oct","mon",1,3,1,"success",-1.1,94.601,-49.5,0.977,4963.6,"1"
"40915",24,"blue-collar","single","basic.9y","no","no","no","cellular","oct","mon",1,6,1,"success",-1.1,94.601,-49.5,0.977,4963.6,"0"
"40919",26,"technician","single","professional.course","no","no","no","telephone","oct","mon",1,16,1,"success",-1.1,94.601,-49.5,0.977,4963.6,"0"
"40928",31,"technician","married","university.degree","no","yes","yes","cellular","oct","tue",4,6,2,"success",-1.1,94.601,-49.5,0.982,4963.6,"1"
"40932",27,"admin.","single","university.degree","no","yes","yes","cellular","oct","tue",1,3,2,"success",-1.1,94.601,-49.5,0.982,4963.6,"0"
"40937",31,"technician","married","university.degree","no","no","no","cellular","oct","tue",2,12,3,"failure",-1.1,94.601,-49.5,0.982,4963.6,"0"
"40943",65,"retired","married","basic.4y","no","yes","yes","cellular","oct","wed",1,3,3,"success",-1.1,94.601,-49.5,0.985,4963.6,"1"
"40944",35,"admin.","married","university.degree","no","no","no","cellular","oct","wed",1,3,2,"success",-1.1,94.601,-49.5,0.985,4963.6,"1"
"40946",54,"admin.","married","high.school","no","no","no","cellular","oct","wed",2,6,2,"success",-1.1,94.601,-49.5,0.985,4963.6,"1"
"40951",81,"retired","divorced","basic.4y","no","yes","no","cellular","oct","thu",2,3,2,"success",-1.1,94.601,-49.5,0.987,4963.6,"0"
"40952",70,"retired","married","professional.course","no","no","no","cellular","oct","thu",1,6,3,"success",-1.1,94.601,-49.5,0.987,4963.6,"1"
"40955",48,"technician","married","professional.course","no","no","no","cellular","oct","thu",1,6,3,"success",-1.1,94.601,-49.5,0.987,4963.6,"1"
"40957",54,"self-employed","married","university.degree","no","yes","no","cellular","oct","thu",6,6,1,"success",-1.1,94.601,-49.5,0.987,4963.6,"0"
"40958",37,"admin.","single","high.school","no","no","no","telephone","oct","thu",1,3,1,"success",-1.1,94.601,-49.5,0.987,4963.6,"1"
"40959",63,"admin.","married","university.degree","no","yes","no","cellular","oct","thu",2,6,1,"success",-1.1,94.601,-49.5,0.987,4963.6,"0"
"40967",74,"retired","married","university.degree","no","yes","no","cellular","oct","fri",2,3,2,"success",-1.1,94.601,-49.5,0.993,4963.6,"0"
"40969",65,"retired","married","basic.4y","no","no","no","cellular","oct","fri",2,7,3,"success",-1.1,94.601,-49.5,0.993,4963.6,"1"
"40971",24,"admin.","single","university.degree","no","yes","no","cellular","oct","fri",3,3,2,"success",-1.1,94.601,-49.5,0.993,4963.6,"1"
"40974",68,"retired","divorced","high.school","no","yes","yes","cellular","oct","mon",1,3,1,"success",-1.1,94.601,-49.5,1,4963.6,"1"
"40977",56,"technician","divorced","professional.course","no","no","no","cellular","oct","mon",1,3,2,"success",-1.1,94.601,-49.5,1,4963.6,"1"
"40978",42,"technician","married","professional.course","no","yes","yes","cellular","oct","mon",1,6,1,"success",-1.1,94.601,-49.5,1,4963.6,"1"
"40984",74,"retired","divorced","basic.4y","no","yes","no","cellular","oct","mon",3,3,2,"success",-1.1,94.601,-49.5,1,4963.6,"0"
"40994",50,"entrepreneur","divorced","university.degree","no","yes","no","telephone","oct","tue",7,11,2,"success",-1.1,94.601,-49.5,1.008,4963.6,"1"
"40995",54,"services","divorced","high.school","no","yes","yes","cellular","oct","wed",4,3,1,"success",-1.1,94.601,-49.5,1.016,4963.6,"1"
"41004",37,"management","married","university.degree","no","yes","no","cellular","oct","thu",3,5,5,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41007",37,"housemaid","married","university.degree","no","no","no","cellular","oct","thu",1,6,2,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41008",37,"housemaid","married","university.degree","no","no","no","cellular","oct","thu",2,13,2,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41010",24,"blue-collar","single","high.school","no","no","no","cellular","oct","thu",1,3,1,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41011",33,"admin.","single","university.degree","no","yes","no","cellular","oct","thu",1,3,3,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41012",37,"housemaid","married","university.degree","no","no","no","cellular","oct","thu",2,11,4,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41013",65,"retired","married","high.school","no","yes","no","cellular","oct","thu",5,3,1,"success",-1.1,94.601,-49.5,1.025,4963.6,"0"
"41014",29,"admin.","single","high.school","no","no","no","telephone","oct","thu",2,6,1,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41017",37,"management","married","university.degree","no","yes","no","cellular","oct","thu",3,3,3,"success",-1.1,94.601,-49.5,1.025,4963.6,"1"
"41018",45,"admin.","married","high.school","no","yes","no","cellular","oct","fri",3,6,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"1"
"41019",26,"unemployed","single","high.school","no","yes","no","cellular","oct","fri",3,14,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"1"
"41021",25,"student","single","high.school","no","yes","no","cellular","oct","fri",1,3,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"1"
"41023",23,"student","single","high.school","no","no","yes","cellular","oct","fri",1,3,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"1"
"41025",37,"unemployed","single","professional.course","no","no","no","cellular","oct","fri",4,6,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"0"
"41027",65,"retired","married","high.school","no","yes","yes","cellular","oct","fri",2,12,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"1"
"41028",37,"services","married","high.school","no","yes","yes","cellular","oct","fri",2,12,2,"failure",-1.1,94.601,-49.5,1.029,4963.6,"1"
"41029",28,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",4,17,3,"failure",-1.1,94.601,-49.5,1.032,4963.6,"0"
"41031",28,"admin.","single","university.degree","no","no","no","cellular","oct","mon",1,3,3,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41032",25,"student","single","high.school","no","yes","no","cellular","oct","mon",1,6,4,"success",-1.1,94.601,-49.5,1.032,4963.6,"0"
"41033",36,"unemployed","married","high.school","no","yes","no","cellular","oct","mon",1,3,1,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41034",33,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",1,5,2,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41035",33,"services","single","high.school","no","yes","no","cellular","oct","mon",1,6,1,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41036",30,"technician","married","professional.course","no","yes","no","cellular","oct","mon",1,9,2,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41037",38,"technician","single","university.degree","no","yes","no","telephone","oct","mon",1,9,3,"failure",-1.1,94.601,-49.5,1.032,4963.6,"0"
"41038",28,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",1,6,2,"success",-1.1,94.601,-49.5,1.032,4963.6,"0"
"41041",30,"technician","married","professional.course","no","yes","no","cellular","oct","mon",1,6,1,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41043",25,"student","single","high.school","no","yes","no","cellular","oct","mon",2,6,3,"success",-1.1,94.601,-49.5,1.032,4963.6,"1"
"41045",62,"admin.","married","high.school","no","no","no","cellular","oct","tue",1,4,3,"success",-1.1,94.601,-49.5,1.037,4963.6,"1"
"41046",30,"student","single","high.school","no","yes","no","cellular","oct","tue",1,17,2,"failure",-1.1,94.601,-49.5,1.037,4963.6,"0"
"41048",62,"admin.","married","high.school","no","no","no","cellular","oct","tue",4,18,2,"failure",-1.1,94.601,-49.5,1.037,4963.6,"1"
"41054",23,"student","single","high.school","no","no","no","cellular","oct","wed",1,3,1,"success",-1.1,94.601,-49.5,1.043,4963.6,"0"
"41058",30,"management","married","university.degree","no","no","yes","cellular","oct","wed",1,6,1,"success",-1.1,94.601,-49.5,1.043,4963.6,"1"
"41059",65,"retired","married","basic.4y","no","yes","no","cellular","oct","wed",1,3,3,"success",-1.1,94.601,-49.5,1.043,4963.6,"1"
"41064",48,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",1,6,3,"success",-1.1,94.767,-50.8,1.05,4963.6,"1"
"41065",29,"technician","single","university.degree","no","no","no","cellular","nov","mon",1,4,1,"success",-1.1,94.767,-50.8,1.05,4963.6,"0"
"41066",29,"technician","single","university.degree","no","no","no","telephone","nov","mon",1,3,2,"success",-1.1,94.767,-50.8,1.05,4963.6,"1"
"41069",29,"admin.","single","high.school","no","yes","no","telephone","nov","mon",1,6,1,"success",-1.1,94.767,-50.8,1.05,4963.6,"0"
"41070",51,"services","married","high.school","no","no","yes","cellular","nov","mon",2,3,4,"success",-1.1,94.767,-50.8,1.05,4963.6,"0"
"41078",45,"blue-collar","married","high.school","no","yes","yes","cellular","nov","mon",2,5,3,"success",-1.1,94.767,-50.8,1.05,4963.6,"1"
"41079",37,"admin.","married","university.degree","no","no","no","cellular","nov","mon",2,6,1,"success",-1.1,94.767,-50.8,1.05,4963.6,"1"
"41080",51,"services","married","high.school","no","yes","no","cellular","nov","mon",3,6,3,"success",-1.1,94.767,-50.8,1.05,4963.6,"0"
"41082",51,"admin.","divorced","high.school","no","yes","no","cellular","nov","tue",1,3,7,"success",-1.1,94.767,-50.8,1.049,4963.6,"0"
"41084",24,"technician","single","university.degree","no","yes","yes","cellular","nov","tue",3,6,3,"failure",-1.1,94.767,-50.8,1.049,4963.6,"1"
"41086",51,"admin.","divorced","high.school","no","yes","yes","cellular","nov","tue",2,6,4,"failure",-1.1,94.767,-50.8,1.049,4963.6,"1"
"41087",50,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","tue",2,9,3,"success",-1.1,94.767,-50.8,1.049,4963.6,"0"
"41089",18,"student","single","basic.4y","no","yes","no","telephone","nov","tue",1,13,2,"success",-1.1,94.767,-50.8,1.049,4963.6,"1"
"41090",50,"blue-collar","divorced","professional.course","no","yes","no","telephone","nov","tue",2,7,2,"success",-1.1,94.767,-50.8,1.049,4963.6,"1"
"41091",31,"admin.","single","university.degree","no","no","yes","cellular","nov","wed",2,3,6,"success",-1.1,94.767,-50.8,1.048,4963.6,"0"
"41093",31,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",1,2,5,"success",-1.1,94.767,-50.8,1.048,4963.6,"1"
"41098",34,"admin.","married","university.degree","no","no","no","cellular","nov","wed",1,3,3,"success",-1.1,94.767,-50.8,1.048,4963.6,"0"
"41099",29,"student","single","high.school","no","yes","yes","cellular","nov","thu",1,3,3,"success",-1.1,94.767,-50.8,1.05,4963.6,"1"
"41100",59,"admin.","divorced","high.school","no","no","no","cellular","nov","thu",3,3,2,"success",-1.1,94.767,-50.8,1.05,4963.6,"1"
"41101",33,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,12,1,"success",-1.1,94.767,-50.8,1.049,4963.6,"1"
"41102",63,"retired","married","basic.4y","no","yes","no","cellular","nov","fri",1,3,2,"success",-1.1,94.767,-50.8,1.049,4963.6,"1"
"41106",32,"admin.","single","high.school","no","no","no","cellular","nov","mon",2,19,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,"0"
"41118",29,"technician","single","professional.course","no","no","no","cellular","nov","tue",2,1,1,"success",-1.1,94.767,-50.8,1.046,4963.6,"1"
"41125",37,"technician","single","professional.course","no","yes","no","cellular","nov","wed",1,6,4,"success",-1.1,94.767,-50.8,1.044,4963.6,"1"
"41127",61,"admin.","married","high.school","no","yes","no","cellular","nov","wed",1,21,5,"failure",-1.1,94.767,-50.8,1.044,4963.6,"1"
"41133",41,"unemployed","married","basic.9y","no","no","no","cellular","nov","thu",2,3,2,"success",-1.1,94.767,-50.8,1.041,4963.6,"1"
"41134",28,"self-employed","single","university.degree","no","yes","no","cellular","nov","thu",2,6,3,"success",-1.1,94.767,-50.8,1.041,4963.6,"0"
"41137",54,"unemployed","married","professional.course","no","yes","no","telephone","nov","thu",2,10,4,"failure",-1.1,94.767,-50.8,1.041,4963.6,"0"
"41144",29,"technician","single","professional.course","no","no","yes","cellular","nov","fri",1,6,2,"success",-1.1,94.767,-50.8,1.04,4963.6,"0"
"41148",25,"technician","single","professional.course","no","yes","no","cellular","nov","fri",2,19,1,"success",-1.1,94.767,-50.8,1.04,4963.6,"1"
"41152",41,"technician","married","professional.course","no","no","no","cellular","nov","mon",2,6,1,"success",-1.1,94.767,-50.8,1.039,4963.6,"1"
"41154",67,"housemaid","divorced","professional.course","no","yes","no","cellular","nov","mon",2,5,5,"success",-1.1,94.767,-50.8,1.039,4963.6,"1"
"41160",35,"technician","divorced","basic.4y","no","yes","no","cellular","nov","tue",1,9,4,"success",-1.1,94.767,-50.8,1.035,4963.6,"1"
"41163",60,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","tue",2,4,1,"success",-1.1,94.767,-50.8,1.035,4963.6,"0"
"41164",35,"technician","divorced","basic.4y","no","yes","no","cellular","nov","tue",3,4,2,"success",-1.1,94.767,-50.8,1.035,4963.6,"1"
"41165",54,"admin.","married","professional.course","no","no","no","cellular","nov","tue",2,10,1,"success",-1.1,94.767,-50.8,1.035,4963.6,"1"
"41175",62,"retired","married","university.degree","no","yes","no","cellular","nov","thu",1,1,6,"success",-1.1,94.767,-50.8,1.031,4963.6,"1"
"41179",62,"retired","married","university.degree","no","no","no","cellular","nov","thu",2,6,3,"success",-1.1,94.767,-50.8,1.031,4963.6,"1"
"41183",29,"unemployed","single","basic.4y","no","yes","no","cellular","nov","fri",1,9,1,"success",-1.1,94.767,-50.8,1.028,4963.6,"0"
